college_name,college_type,college_estd,college_rating,college_img_url,college_location,college_contactNumber
"Institution of Clinical Research India - [ICRI], Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"Ajeenkya D Y Patil University, DC Design Building, DY Patil Knowledge City Charoli Bk Via Lohegaon, Wagholi, Charholi Budruk 
 Pune - 412105 
 Maharashtra ,    India",8433988671
"ImaginXP, Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"1st Floor, NSG IT PARK, sarjaa road, aundh 
 Pune - 411007 
 Maharashtra ,    India","Mr. Abhayjeet Singh -  9929091809  ,    Mr. Abhishek Sihag -  9982923923"
"Symbiosis Institute of Foreign and Indian Languages - [SIFIL], Pune",nothing,"SIU, Pune",7.9,https://images.collegedunia.com/public/college_data/images/appImage/1532509899SIFILPICSIZE.jpg?w=1286&h=193&mode=stretch,"Plot no.419, Model Colony, Gokhale Cross Road,
next to Atur Centre 
 Pune - 411016 
 Maharashtra ,    India","020-25677431  ,    25662822  ,    25673400  ,    25677432"
"English Language Teaching Institute of Symbiosis - [ELTIS], Pune",nothing,Private,8.5,https://images.collegedunia.com/public/college_data/images/appImage/1533639745mainqimgee4ebbd58f9ea264305894722b04be98c.jpg?w=1286&h=193&mode=stretch,"Plot no.419, Model Colony, Gokhale Cross Road,
next to Atur Centre 
 Pune - 411016 
 Maharashtra ,    India","020-2567743  ,    2567742  ,    2566282"
"Vishwakarma University - [VU], Pune",nothing,Estd 2017,8.1,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"Survey No. 2, 3, 4 Laxmi Nagar, Kondhwa Budruk 
 Pune - 411048 
 Maharashtra ,    India","9067002223  ,    9067002224  ,    9067002225  ,    9067002226"
"AISSMS Polytechnic College, Pune",nothing,Estd 1917,8.4,https://images.collegedunia.com/public/college_data/images/appImage/1539683708Capture.png?w=1286&h=193&mode=stretch,"Kennedy Road, Near R.T.O. 
 Pune - 411001 
 Maharashtra ,    India","020-26059147  ,    26058077"
"Anibrain School of Media Design - [ASMD], Pune",nothing,Private Institute,7.9,https://images.collegedunia.com/public/college_data/images/appImage/1568704897md.png?w=1286&h=193&mode=stretch,"1st Floor, Lalwani Plaza, Near Union Bank of  
 Pune - 411014 
 Maharashtra ,    India",020-48609036
"Symbiosis Skills & Professional University - [SSPU], Pune",Ranked  for Overall by ARIIA 2020,Estd 2017,8.0,https://images.collegedunia.com/public/college_data/images/appImage/1543649093SSOU.jpg?w=1286&h=193&mode=stretch,"Village – Kiwale, Adjoining Pune Mumbai Expressway 
 Pune - 412101 
 Maharashtra ,    India","020- 27187768  ,    Admission -  020-27187766"
"Symbiosis School of Culinary Arts - [SSCA], Pune",nothing,"SIU, Pune",8.1,https://images.collegedunia.com/public/college_data/images/appImage/1548842453l1.jpg?w=1286&h=193&mode=stretch,"3rd Floor SIT Bldg, Hill Base Campus, Symbiosis Knowledge Village, Gram - Lavale, Taluka- Mulshi 
 Pune - 412115 
 Maharashtra ,    India","For Indian Students -  020-28116330  ,    For International Students -  25671905"
"Symbiosis School of Liberal Art - [SSLA], Pune",nothing,"SIU, Pune",8.3,https://images.collegedunia.com/public/college_data/images/appImage/1549344738cover1.jpg?w=1286&h=193&mode=stretch,"Campus (New Viman Nagar Campus), S No. 227, Plot 11, 3rd Floor, Opp. Pune International Airport, New Airport Road 
 Pune - 411014 
 Maharashtra ,    India",020-26551200
"Flora College of Architecture - [FCOA], Pune",nothing,Private,1.7,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"49/1, Khopi, Near Khed-Shivapur Toll Plaza 
 Pune - 412205 
 Maharashtra ,    India","9834901952  ,    7030719401"
"Symbiosis School of International Studies - [SSIS], Pune",nothing,Private,6.1,https://images.collegedunia.com/public/college_data/images/appImage/1553510953vimannagarcampusbanner.jpg?w=1286&h=193&mode=stretch,"Survey No. 227, 3rd floor, Symbiosis Campus
Opposite Pune International Airport, Viman Nagar 
 Pune - 411014 
 Maharashtra ,    India","020-26551230  ,    26551231"
"Saraswati Mandir Night College of Commerce and Arts - [SMNC], Pune",Private,Estd 1992,7.3,https://images.collegedunia.com/public/college_data/images/appImage/1556188128saraswatimandirnightcollegeofcommerceandartscloseddownshukrawarpethpunex2ae1.jpg?w=1286&h=193&mode=stretch,"1359, Shukravar Peth, Natu Bag, Thorale Bajirao Rasta 
 Pune - 411002 
 Maharashtra ,    India","020-24433018  ,    24486693"
"International Institute of Fashion Design - [INIFD]  Kothrud, Pune",nothing,Private,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1557738179coverphotoinifd.jpeg?w=1286&h=193&mode=stretch,"Inifd Pune Campus 1st Floor, Opp. Geetai Shopping, 
Above RAJ Motors, Kothrud, Rambaug Colony 
 Pune - 411038 
 Maharashtra ,    India","9860030406  ,    Admission -  8055866266  ,    72769 30006"
"International School of Design - [INSD], Pune",nothing,Private,8.5,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"INSD JM ROAD - 
Above Mc Donald’s, 1278, Suyog Plaza, JM Road, Deccan Gymkhana 
 Pune - 411004 
 Maharashtra ,    India","7887836661  ,    7887836662"
"Symbiosis Statistical Institute - [SSI], Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1571311708habout.jpg?w=1286&h=193&mode=stretch,"A 106, ICC Trade Tower 403 A, MCCIA Tower, International Convention Centre, Near Star Bazar, Senapati Bapat Road 
 Pune - 411016 
 Maharashtra ,    India","020-25630178  ,    020-25630180"
"Times and Trends Academy - [TTA], Pune",nothing,Private,8.3,https://images.collegedunia.com/public/college_data/images/appImage/1571477556timesandtrendsacademyttapune.jpg?w=1286&h=193&mode=stretch,"893/4 Bhandarkar Road, Deccan Gymkhana,
Opp Oakwood Hotel 
 Pune - 411004 
 Maharashtra ,    India",career@timesandtrendsacademy.com
"Symbiosis Centre for Health Care - [SCHC], Pune",nothing,Private,9.2,https://images.collegedunia.com/public/college_data/images/appImage/1572605248schc.jpg?w=1286&h=193&mode=stretch,"Senapati Bapat Road 
 Pune - 411004 
 Maharashtra ,    India","020-25655023  ,    25667164  ,    20255051"
"Symbiosis Center for Media And Communication - [SCMC], Pune",nothing,"SIU, Pune",9.1,https://images.collegedunia.com/public/college_data/images/appImage/1563446352Screenshotfrom20190718160843.png?w=1286&h=193&mode=stretch,"Symbiosis Viman Nagar Campus Survey No. 231 off New Airpot Road, Viman Nagar 
 Pune - 411014 
 Maharashtra ,    India","020-26634511  ,    26634512  ,    26634513  ,    26634514"
"Dr. D. Y. Patil College Of Nursing, Pune",Private,Estd 2000,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1563518693download.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri 
 Pune - 411018 
 Maharashtra ,    India",Enquiry -  +91 8149455999
"Hindustan Aerospace & Engineering - [HAE], Pune",nothing,Estd 2005,9.8,https://images.collegedunia.com/public/college_data/images/appImage/1582091056collegepic.jpg?w=1286&h=193&mode=stretch,"258/2, Balaji Park, Aundh Rd, Aundh 
 Pune - 411007 
 Maharashtra ,    India","7887882262  ,    9595533870"
"Smt. Kashibai Navale College of Architecture, Pune",nothing,Private,6.5,https://images.collegedunia.com/public/college_data/images/appImage/158489668815142SAENEW.jpg?w=1286&h=193&mode=stretch,"19/15, Smt Khilare Marg, Off Karve Road, Erandwane, 
 Pune - 411048 
 Maharashtra ,    India",020-24100000
"MAEER'S MIT Polytechnic, Pune",nothing,Estd 1983,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1586410978mitpolcover.jpg?w=1286&h=193&mode=stretch,"Survey No. 124, MIT College Campus, Ex-Servicemen Colony, Paud Road, Kothrud 
 Pune - 411038 
 Maharashtra ,    India",2030273531
"Government Polytechnic Pune - [GPP], Pune",nothing,Estd 1957,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1587102601gppcover.jpg?w=1286&h=193&mode=stretch,"Ganeshkhind, University Road, Shivajinagar 
 Pune - 411016 
 Maharashtra ,    India","2025559200  ,    2025559219"
"KP Paramedical Institute, Pune",nothing,"YCMOU, Nashik",nothing,https://images.collegedunia.com/public/college_data/images/appImage/1587724340slider02.jpg?w=1286&h=193&mode=stretch,"Gaikwad Commercial Complex, 2nd floor, PMT Bus Stop(Gadital), Opp.Pawar Surgical Hospital,
Genital Chouk,
Hadapsar, 
 Pune - 411028 
 Maharashtra ,    India","9146390444  ,    9146380444"
"Yashwantrao Chavan Institute of Social Science Studies and Research - [YCISSSR], Pune",NAAC Grade A,Estd 1986,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1590735936yashcover.jpg?w=1286&h=193&mode=stretch,"Morey Vidyalaya Campus, Erandawane, Paud Road 
 Pune - 411038 
 Maharashtra ,    India","020-25448520  ,    020-25441939"
"Ambrosia Institute of Hotel Management - [AIHM], Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1591102553unnamed1.jpg?w=1286&h=193&mode=stretch,"Survey No. 38/2, Bawdhan Khurd 
 Pune - 411021 
 Maharashtra ,    India",07261976686
"Pune Business School - [PBS], Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1594199985PBSBuilding.jpg?w=1286&h=193&mode=stretch,"Sector No. 26, Pradhikaran, Nigdi 
 Pune - 411044 
 Maharashtra ,    India",020-27659770
"Jayawantrao Sawant Polytechnic - [JSP], Pune",nothing,Private,1.2,https://images.collegedunia.com/public/college_data/images/placeholder_300X223.png,"Survey No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Satav Nagar, Hadapsar 
 Pune - 411028 
 Maharashtra ,    India","8669605808  ,    7420080221  ,    7420085221"
"Trinity Polytechnic, Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1598596235kjeicover.jpg?w=1286&h=193&mode=stretch,"Near Khadimachine Chowk, Kondhwa Annexe 
 Pune - 411048 
 Maharashtra ,    India","9168227999  ,    9049855486  ,    9403580992"
"Pimpri Chinchwad Polytechnic-[PCP], Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/15986975271556012345phpr1ztG3.png?w=1286&h=193&mode=stretch,"Sector No. 26, Pradhikaran, Nigdi 
 Pune - 411044 
 Maharashtra ,    India","2765 8797  ,    2765 4156"
"Y. B. Patil Polytechnic, Pune",nothing,Private,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1599135122cover.jpg?w=1286&h=193&mode=stretch,"Y. B. Patil Polytechnic,
Educational Complex. 
 Pune - 411044 
 Maharashtra ,    India","020/27659147  ,    020/27657868"
